trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
inbound_18,18:13:00,18:13:00,2498,3,,0,0,0.6430,1
inbound_18,18:14:00,18:14:00,2421,4,,0,0,0.7170,1
inbound_18,18:15:00,18:15:00,502,5,,0,0,0.8990,1
inbound_18,18:16:00,18:16:00,497,6,,0,0,1.2000,1
inbound_18,18:17:00,18:17:00,1390,7,,0,0,1.5800,1
inbound_18,18:18:00,18:18:00,1385,8,,0,0,1.7500,1
inbound_18,18:18:00,18:18:00,1379,9,,0,0,1.9200,1
inbound_19,19:10:00,19:10:00,2504,0,,0,0,0.0000,1
inbound_19,19:11:00,19:11:00,2434,1,,0,0,0.1799,1
inbound_19,19:12:00,19:12:00,2465,2,,0,0,0.4080,1
inbound_19,19:13:00,19:13:00,2498,3,,0,0,0.6430,1
inbound_19,19:14:00,19:14:00,2421,4,,0,0,0.7170,1
inbound_19,19:15:00,19:15:00,502,5,,0,0,0.8990,1
inbound_19,19:16:00,19:16:00,497,6,,0,0,1.2000,1
inbound_19,19:17:00,19:17:00,1390,7,,0,0,1.5800,1
inbound_19,19:18:00,19:18:00,1385,8,,0,0,1.7500,1
inbound_19,19:18:00,19:18:00,1379,9,,0,0,1.9200,1
inbound_20,20:10:00,20:10:00,2504,0,,0,0,0.0000,1
inbound_20,20:11:00,20:11:00,2434,1,,0,0,0.1799,1
inbound_20,20:12:00,20:12:00,2465,2,,0,0,0.4080,1
inbound_20,20:13:00,20:13:00,2498,3,,0,0,0.6430,1
inbound_20,20:14:00,20:14:00,2421,4,,0,0,0.7170,1
inbound_20,20:15:00,20:15:00,502,5,,0,0,0.8990,1
inbound_20,20:16:00,20:16:00,497,6,,0,0,1.2000,1
inbound_20,20:17:00,20:17:00,1390,7,,0,0,1.5800,1
inbound_20,20:18:00,20:18:00,1385,8,,0,0,1.7500,1
inbound_20,20:18:00,20:18:00,1379,9,,0,0,1.9200,1
inbound_21,21:10:00,21:10:00,2504,0,,0,0,0.0000,1
inbound_21,21:11:00,21:11:00,2434,1,,0,0,0.1799,1
inbound_21,21:12:00,21:12:00,2465,2,,0,0,0.4080,1
inbound_21,21:13:00,21:13:00,2498,3,,0,0,0.6430,1
inbound_21,21:14:00,21:14:00,2421,4,,0,0,0.7170,1
inbound_21,21:15:00,21:15:00,502,5,,0,0,0.8990,1
inbound_21,21:16:00,21:16:00,497,6,,0,0,1.2000,1
inbound_21,21:17:00,21:17:00,1390,7,,0,0,1.5800,1
inbound_21,21:18:00,21:18:00,1385,8,,0,0,1.7500,1
inbound_21,21:18:00,21:18:00,1379,9,,0,0,1.9200,1
inbound_22,22:10:00,22:10:00,2504,0,,0,0,0.0000,1
inbound_22,22:11:00,22:11:00,2434,1,,0,0,0.1799,1
inbound_22,22:12:00,22:12:00,2465,2,,0,0,0.4080,1
inbound_22,22:13:00,22:13:00,2498,3,,0,0,0.6430,1
inbound_22,22:14:00,22:14:00,2421,4,,0,0,0.7170,1
inbound_22,22:15:00,22:15:00,502,5,,0,0,0.8990,1
inbound_22,22:16:00,22:16:00,497,6,,0,0,1.2000,1
inbound_22,22:17:00,22:17:00,1390,7,,0,0,1.5800,1
inbound_22,22:18:00,22:18:00,1385,8,,0,0,1.7500,1
inbound_22,22:18:00,22:18:00,1379,9,,0,0,1.9200,1
inbound_23,23:10:00,23:10:00,2504,0,,0,0,0.0000,1
inbound_23,23:11:00,23:11:00,2434,1,,0,0,0.1799,1
inbound_23,23:12:00,23:12:00,2465,2,,0,0,0.4080,1
inbound_23,23:13:00,23:13:00,2498,3,,0,0,0.6430,1
inbound_23,23:14:00,23:14:00,2421,4,,0,0,0.7170,1
inbound_23,23:15:00,23:15:00,502,5,,0,0,0.8990,1
inbound_23,23:16:00,23:16:00,497,6,,0,0,1.2000,1
inbound_23,23:17:00,23:17:00,1390,7,,0,0,1.5800,1
inbound_23,23:18:00,23:18:00,1385,8,,0,0,1.7500,1
inbound_23,23:18:00,23:18:00,1379,9,,0,0,1.9200,1
